"states","years","quarter","pincodes","transaction_count","transaction_amount"
"Jharkhand",2020,4,831001,"59","33463"
"Jharkhand",2020,4,828122,"55","24151"
"Jharkhand",2020,4,827013,"53","57004"
"Jharkhand",2020,4,831012,"50","36582"
"Jharkhand",2020,4,834002,"46","34930"
"Jharkhand",2020,4,825301,"46","39863"
"Jharkhand",2020,4,826124,"45","18768"
"Jharkhand",2020,4,834009,"43","37917"
"Jharkhand",2021,1,834001,"303","183419"
"Jharkhand",2021,1,831001,"126","82373"
"Jharkhand",2021,1,827013,"117","57568"
"Jharkhand",2021,1,826001,"105","77518"
"Jharkhand",2021,1,834009,"84","52484"
"Jharkhand",2021,1,834008,"75","46979"
"Jharkhand",2021,1,825303,"73","37088"
"Jharkhand",2021,1,831004,"68","37664"
"Jharkhand",2021,1,835217,"60","39655"
"Jharkhand",2021,1,832108,"55","28540"
"Jharkhand",2021,2,834001,"254","239419"
"Jharkhand",2021,2,826001,"129","101795"
"Jharkhand",2021,2,827013,"104","103028"
"Jharkhand",2021,2,834002,"99","119642"
"Jharkhand",2021,2,834005,"86","68804"
"Jharkhand",2021,2,831012,"86","64064"
"Jharkhand",2021,2,834008,"86","109797"
"Jharkhand",2021,2,831001,"74","90097"
"Jharkhand",2021,2,831004,"74","61527"
"Jharkhand",2021,2,822102,"74","57258"
"Jharkhand",2021,3,834001,"400","332493"
"Jharkhand",2021,3,826001,"198","151308"
"Jharkhand",2021,3,822102,"195","199993"
"Jharkhand",2021,3,834002,"182","140791"
"Jharkhand",2021,3,831001,"156","134917"
"Jharkhand",2021,3,835302,"142","66569"
"Jharkhand",2021,3,827013,"121","122961"
"Jharkhand",2021,3,832107,"108","107917"
"Jharkhand",2021,3,834009,"107","118576"
"Jharkhand",2021,3,832108,"103","111718"
"Jharkhand",2021,4,834001,"608","614197"
"Jharkhand",2021,4,826001,"233","289336"
"Jharkhand",2021,4,831001,"227","265229"
"Jharkhand",2021,4,834002,"190","232440"
"Jharkhand",2021,4,834008,"159","204906"
"Jharkhand",2021,4,834005,"146","154409"
"Jharkhand",2021,4,827013,"130","199986"
"Jharkhand",2021,4,830003,"123","209193"
"Jharkhand",2021,4,834009,"122","128516"
"Jharkhand",2021,4,832108,"112","118475"
"Jharkhand",2022,1,834001,"622","804617"
"Jharkhand",2022,1,826001,"274","298461"
"Jharkhand",2022,1,831001,"273","307627"
"Jharkhand",2022,1,834002,"234","316256"
"Jharkhand",2022,1,827013,"205","323335"
"Jharkhand",2022,1,834008,"170","262494"
"Jharkhand",2022,1,834009,"156","192138"
"Jharkhand",2022,1,832110,"156","201309"
"Jharkhand",2022,1,832108,"151","211761"
"Jharkhand",2022,1,832107,"144","190932"
"Jharkhand",2022,2,834001,"641","681631"
"Jharkhand",2022,2,826001,"380","440449"
"Jharkhand",2022,2,831001,"342","396100"
"Jharkhand",2022,2,834002,"199","263774"
"Jharkhand",2022,2,827013,"193","268149"
"Jharkhand",2022,2,831012,"160","171246"
"Jharkhand",2022,2,832110,"153","175793"
"Jharkhand",2022,2,834008,"148","175465"
"Jharkhand",2022,2,832108,"146","169119"
"Jharkhand",2022,2,834005,"145","174665"
"Jharkhand",2022,3,834001,"952","1088439"
"Jharkhand",2022,3,826001,"656","658189"
"Jharkhand",2022,3,831001,"498","539091"
"Jharkhand",2022,3,834002,"330","317605"
"Jharkhand",2022,3,827013,"287","353078"
"Jharkhand",2022,3,835302,"261","168152"
"Jharkhand",2022,3,831012,"251","275031"
"Jharkhand",2022,3,834008,"248","336346"
"Jharkhand",2022,3,832110,"234","286643"
"Jharkhand",2022,3,832108,"233","240619"
"Jharkhand",2022,4,834001,"901","1096797"
"Jharkhand",2022,4,826001,"675","746059"
"Jharkhand",2022,4,831001,"502","642026"
"Jharkhand",2022,4,832108,"363","434287"
"Jharkhand",2022,4,834002,"361","505664"
"Jharkhand",2022,4,827013,"316","501959"
"Jharkhand",2022,4,832110,"302","330958"
"Jharkhand",2022,4,831012,"282","299313"
"Jharkhand",2022,4,834008,"275","437708"
"Jharkhand",2022,4,832107,"273","401631"
"Jharkhand",2023,1,834001,"853","1139933"
"Jharkhand",2023,1,831001,"662","633062"
"Jharkhand",2023,1,826001,"454","521038"
"Jharkhand",2023,1,832108,"377","452574"
"Jharkhand",2023,1,831012,"344","410953"
"Jharkhand",2023,1,832107,"320","378120"
"Jharkhand",2023,1,834002,"308","452977"
"Jharkhand",2023,1,827013,"292","501165"
"Jharkhand",2023,1,831004,"266","293838"
"Jharkhand",2023,1,834008,"259","368773"
"Jharkhand",2023,2,834001,"957","1221293"
"Jharkhand",2023,2,831001,"865","877814"
"Jharkhand",2023,2,826001,"515","686171"
"Jharkhand",2023,2,832108,"463","432051"
"Jharkhand",2023,2,832107,"399","415090"
"Jharkhand",2023,2,827013,"389","565662"
"Jharkhand",2023,2,831004,"367","352526"
"Jharkhand",2023,2,831012,"360","413272"
"Jharkhand",2023,2,834002,"323","441029"
"Jharkhand",2023,2,831009,"289","296837"
"Jharkhand",2023,3,834001,"1290","1541368"
"Jharkhand",2023,3,831001,"832","827931"
"Jharkhand",2023,3,826001,"614","715449"
"Jharkhand",2023,3,832107,"454","500594"
"Jharkhand",2023,3,834002,"447","527439"
"Jharkhand",2023,3,827013,"444","584805"
"Jharkhand",2023,3,832108,"432","486414"
"Jharkhand",2023,3,831004,"397","373846"
"Jharkhand",2023,3,831012,"377","388045"
"Jharkhand",2023,3,834008,"337","399455"
"Jharkhand",2023,4,834001,"1142","1641382"
"Jharkhand",2023,4,831001,"791","1060429"
"Jharkhand",2023,4,826001,"718","1010140"
"Jharkhand",2023,4,827013,"518","799120"
"Jharkhand",2023,4,832108,"459","583398"
"Jharkhand",2023,4,832107,"413","464732"
"Jharkhand",2023,4,834002,"408","470590"
"Jharkhand",2023,4,831004,"353","439314"
"Jharkhand",2023,4,831012,"336","421307"
"Jharkhand",2023,4,834008,"312","599671"
"Jharkhand",2024,1,834001,"1210","1755448"
"Jharkhand",2024,1,831001,"808","1013796"
"Jharkhand",2024,1,826001,"711","863177"
"Jharkhand",2024,1,832108,"618","716198"
"Jharkhand",2024,1,827013,"496","819455"
"Jharkhand",2024,1,832107,"445","585486"
"Jharkhand",2024,1,834002,"385","680732"
"Jharkhand",2024,1,831004,"350","484051"
"Jharkhand",2024,1,834008,"334","610499"
"Jharkhand",2024,1,831012,"319","373884"
"Karnataka",2020,2,560068,"1076","168415"
"Karnataka",2020,2,560037,"1034","155914"
"Karnataka",2020,2,560076,"802","124790"
"Karnataka",2020,2,560078,"742","119673"
"Karnataka",2020,2,560100,"651","103528"
"Karnataka",2020,2,560079,"494","79188"
"Karnataka",2020,2,560066,"485","74094"
"Karnataka",2020,2,560064,"480","86646"
"Karnataka",2020,2,560043,"476","78043"
"Karnataka",2020,2,560040,"392","63016"
"Karnataka",2020,3,560068,"1603","340876"
"Karnataka",2020,3,560076,"1148","250474"
"Karnataka",2020,3,560078,"1124","243443"
"Karnataka",2020,3,560037,"923","202431"
"Karnataka",2020,3,560079,"904","183362"
"Karnataka",2020,3,560043,"842","188522"
"Karnataka",2020,3,560058,"802","159563"
"Karnataka",2020,3,560091,"768","161814"
"Karnataka",2020,3,560100,"765","158888"
"Karnataka",2020,3,560085,"712","156512"
"Karnataka",2020,4,560068,"849","653177"
"Karnataka",2020,4,560079,"565","461758"
"Karnataka",2020,4,560078,"536","398681"
"Karnataka",2020,4,560076,"525","495928"
"Karnataka",2020,4,560037,"511","384244"
"Karnataka",2020,4,560043,"495","437875"
"Karnataka",2020,4,560058,"454","338439"
"Karnataka",2020,4,560091,"452","406737"
"Karnataka",2020,4,560064,"402","440784"
"Karnataka",2020,4,560066,"370","298409"
"Karnataka",2021,1,560068,"870","614123"
"Karnataka",2021,1,560043,"682","549677"
"Karnataka",2021,1,560078,"658","521459"
"Karnataka",2021,1,560091,"648","492850"
"Karnataka",2021,1,560076,"616","516089"
"Karnataka",2021,1,560079,"604","504737"
"Karnataka",2021,1,560058,"594","413435"
"Karnataka",2021,1,560037,"530","467727"
"Karnataka",2021,1,560100,"457","370259"
"Karnataka",2021,1,560022,"430","288082"
"Karnataka",2021,2,560068,"982","719927"
"Karnataka",2021,2,560076,"719","556220"
"Karnataka",2021,2,560058,"658","556256"
"Karnataka",2021,2,560078,"652","519156"
"Karnataka",2021,2,560091,"633","611281"
"Karnataka",2021,2,560043,"594","616422"
"Karnataka",2021,2,560100,"554","447886"
"Karnataka",2021,2,560079,"545","451693"
"Karnataka",2021,2,560037,"505","392580"
"Karnataka",2021,2,560064,"500","607631"
"Karnataka",2021,3,560068,"1126","984821"
"Karnataka",2021,3,560058,"841","725815"
"Karnataka",2021,3,560043,"800","743863"
"Karnataka",2021,3,560078,"796","722799"
"Karnataka",2021,3,560076,"765","680106"
"Karnataka",2021,3,560091,"717","651503"
"Karnataka",2021,3,560079,"704","595262"
"Karnataka",2021,3,560037,"657","683242"
"Karnataka",2021,3,560100,"594","576401"
"Karnataka",2021,3,560064,"584","619637"
"Karnataka",2021,4,560068,"1839","1905289"
"Karnataka",2021,4,560078,"1372","1472700"
"Karnataka",2021,4,560076,"1308","1508537"
"Karnataka",2021,4,560043,"1285","1483440"
"Karnataka",2021,4,560058,"1237","1231686"
"Karnataka",2021,4,560091,"1201","1265605"
"Karnataka",2021,4,560079,"1078","1196851"
"Karnataka",2021,4,560037,"1077","1261421"
"Karnataka",2021,4,560064,"906","1063872"
"Karnataka",2021,4,560100,"881","1001416"
"Karnataka",2022,1,560068,"2349","2922542"
"Karnataka",2022,1,560076,"1718","2181826"
"Karnataka",2022,1,560043,"1713","2402868"
"Karnataka",2022,1,560058,"1699","1800069"
"Karnataka",2022,1,560078,"1671","1970551"
"Karnataka",2022,1,560091,"1656","2065687"
"Karnataka",2022,1,560079,"1358","1534187"
"Karnataka",2022,1,560064,"1288","1709573"
"Karnataka",2022,1,560037,"1259","1593673"
"Karnataka",2022,1,560100,"1255","1555109"
"Karnataka",2022,2,560068,"2692","3077564"
"Karnataka",2022,2,560037,"1860","2052163"
"Karnataka",2022,2,560078,"1844","2105323"
"Karnataka",2022,2,560076,"1835","2129897"
"Karnataka",2022,2,560043,"1755","2171198"
"Karnataka",2022,2,560091,"1405","1565112"
"Karnataka",2022,2,560100,"1389","1710571"
"Karnataka",2022,2,560058,"1283","1422895"
"Karnataka",2022,2,560103,"1242","1520408"
"Karnataka",2022,2,560079,"1199","1284375"
"Karnataka",2022,3,560068,"2861","3528404"
"Karnataka",2022,3,560037,"2120","2606805"
"Karnataka",2022,3,560043,"2030","2571392"
"Karnataka",2022,3,560076,"1945","2478555"
"Karnataka",2022,3,560078,"1912","2228186"
"Karnataka",2022,3,560058,"1610","1917287"
"Karnataka",2022,3,560091,"1561","1858018"
"Karnataka",2022,3,560100,"1498","1875623"
"Karnataka",2022,3,560064,"1475","1808634"
"Karnataka",2022,3,560079,"1371","1635418"
"Karnataka",2022,4,560068,"3419","4310528"
"Karnataka",2022,4,560043,"2468","3499600"
"Karnataka",2022,4,560037,"2424","3146560"
"Karnataka",2022,4,560076,"2391","3129589"
"Karnataka",2022,4,560078,"2388","3105356"
"Karnataka",2022,4,560058,"1998","2274976"
"Karnataka",2022,4,560091,"1951","2472172"
"Karnataka",2022,4,560100,"1940","2354073"
"Karnataka",2022,4,560064,"1771","2371094"
"Karnataka",2022,4,560066,"1642","2074882"
"Karnataka",2023,1,560068,"3214","4091377"
"Karnataka",2023,1,560043,"2365","3356228"
"Karnataka",2023,1,560076,"2282","3399622"
"Karnataka",2023,1,560037,"2272","3261324"
"Karnataka",2023,1,560078,"2018","2904918"
"Karnataka",2023,1,560058,"1931","2145047"
"Karnataka",2023,1,560100,"1860","2368777"
"Karnataka",2023,1,560091,"1849","2563988"
"Karnataka",2023,1,560066,"1688","2198417"
"Karnataka",2023,1,560064,"1679","2473845"
"Karnataka",2023,2,560068,"3141","3959944"
"Karnataka",2023,2,560037,"2575","3376141"
"Karnataka",2023,2,560076,"2184","3330509"
"Karnataka",2023,2,560043,"2126","3158190"
"Karnataka",2023,2,560078,"2051","2883618"
"Karnataka",2023,2,560100,"1843","2510992"
"Karnataka",2023,2,560103,"1790","2635489"
"Karnataka",2023,2,560066,"1761","2827168"
"Karnataka",2023,2,560058,"1581","1897452"
"Karnataka",2023,2,560064,"1563","2404087"
"Karnataka",2023,3,560068,"3688","4646310"
"Karnataka",2023,3,560037,"2892","3957250"
"Karnataka",2023,3,560076,"2534","3590807"
"Karnataka",2023,3,560043,"2443","3288213"
"Karnataka",2023,3,560078,"2402","3244684"
"Karnataka",2023,3,560100,"2147","2864673"
"Karnataka",2023,3,560066,"2012","3072523"
"Karnataka",2023,3,560103,"1956","2606778"
"Karnataka",2023,3,560058,"1930","2252913"
"Karnataka",2023,3,560064,"1793","2600219"
"Karnataka",2023,4,560068,"3947","5606578"
"Karnataka",2023,4,560037,"2973","4120542"
"Karnataka",2023,4,560043,"2809","4454698"
"Karnataka",2023,4,560076,"2591","4025991"
"Karnataka",2023,4,560078,"2515","3710977"
"Karnataka",2023,4,560100,"2234","3459846"
"Karnataka",2023,4,560066,"2041","3001699"
"Karnataka",2023,4,560064,"1987","3509532"
"Karnataka",2023,4,560091,"1978","3194653"
"Karnataka",2023,4,560058,"1860","2418724"
"Karnataka",2024,1,560068,"3871","5672343"
"Karnataka",2024,1,560076,"2776","4596888"
"Karnataka",2024,1,560037,"2685","3989582"
"Karnataka",2024,1,560043,"2655","4698522"
"Karnataka",2024,1,560078,"2621","4342390"
"Karnataka",2024,1,560100,"2288","3663878"
"Karnataka",2024,1,560058,"2138","2762399"
"Karnataka",2024,1,560103,"2114","3769030"
"Karnataka",2024,1,560091,"2112","3345209"
"Karnataka",2024,1,560064,"2065","3742797"
"Kerala",2020,2,682042,"23","4677"
"Kerala",2020,2,682021,"19","3925"
"Kerala",2020,2,682036,"18","3030"
"Kerala",2020,2,682028,"18","3507"
"Kerala",2020,2,673016,"15","3538"
"Kerala",2020,2,682032,"15","2958"
"Kerala",2020,2,686692,"14","2654"
"Kerala",2020,2,670001,"14","3158"
"Kerala",2020,2,682041,"13","2125"
"Kerala",2020,2,695016,"13","2608"
"Kerala",2020,3,682024,"85","26200"
"Kerala",2020,3,682032,"84","18243"
"Kerala",2020,3,682020,"80","22681"
"Kerala",2020,3,682301,"78","25224"
"Kerala",2020,3,682025,"77","21630"
"Kerala",2020,3,682041,"65","19549"
"Kerala",2020,3,682042,"63","19198"
"Kerala",2020,3,695001,"58","14047"
"Kerala",2020,3,686673,"58","22133"
"Kerala",2020,3,695014,"54","17667"
"Kerala",2020,4,682020,"60","33576"
"Kerala",2020,4,682042,"52","28110"
"Kerala",2020,4,682024,"50","29835"
"Kerala",2020,4,682025,"48","33186"
"Kerala",2020,4,673508,"46","51272"
"Kerala",2020,4,682032,"40","41614"
"Kerala",2020,4,679322,"33","22097"
"Kerala",2020,4,682041,"32","22463"
"Kerala",2020,4,682035,"30","22867"
"Kerala",2020,4,695014,"30","33773"
"Kerala",2021,1,673508,"81","79723"
"Kerala",2021,1,695001,"49","28194"
"Kerala",2021,1,682024,"48","18983"
"Kerala",2021,1,686673,"42","20734"
"Kerala",2021,1,682020,"41","29143"
"Kerala",2021,1,682032,"35","15217"
"Kerala",2021,1,682025,"34","25775"
"Kerala",2021,1,682036,"33","11933"
"Kerala",2021,1,682042,"33","20506"
"Kerala",2021,1,682017,"32","63265"
"Kerala",2021,2,682025,"75","41233"
"Kerala",2021,2,695573,"64","44824"
"Kerala",2021,2,682032,"63","41783"
"Kerala",2021,2,682020,"56","28720"
"Kerala",2021,2,682042,"56","34584"
"Kerala",2021,2,695001,"49","39920"
"Kerala",2021,2,673010,"47","31127"
"Kerala",2021,2,695008,"47","35390"
"Kerala",2021,2,682507,"44","38482"
"Kerala",2021,2,682035,"44","20402"
"Kerala",2021,3,682042,"89","61579"
"Kerala",2021,3,695001,"77","45297"
"Kerala",2021,3,682024,"76","108205"
"Kerala",2021,3,682025,"71","56068"
"Kerala",2021,3,673508,"63","63854"
"Kerala",2021,3,682032,"61","64742"
"Kerala",2021,3,682301,"59","65053"
"Kerala",2021,3,682020,"57","40120"
"Kerala",2021,3,682507,"53","49636"
"Kerala",2021,3,673032,"52","37518"
"Kerala",2021,4,695001,"147","206230"
"Kerala",2021,4,682024,"133","122019"
"Kerala",2021,4,682020,"128","189239"
"Kerala",2021,4,682042,"110","182125"
"Kerala",2021,4,682025,"100","120378"
"Kerala",2021,4,682301,"93","105284"
"Kerala",2021,4,682507,"89","137833"
"Kerala",2021,4,682032,"88","93266"
"Kerala",2021,4,695014,"88","96834"
"Kerala",2021,4,673638,"84","99037"
"Kerala",2022,1,682042,"233","334805"
"Kerala",2022,1,682024,"231","367375"
"Kerala",2022,1,682020,"223","281112"
"Kerala",2022,1,682032,"219","285022"
"Kerala",2022,1,695008,"210","271068"
"Kerala",2022,1,673638,"208","253604"
"Kerala",2022,1,673032,"207","272231"
"Kerala",2022,1,695001,"202","256241"
"Kerala",2022,1,682025,"193","254003"
"Kerala",2022,1,695014,"177","254676"
"Kerala",2022,2,682042,"233","282204"
"Kerala",2022,2,695001,"222","285574"
"Kerala",2022,2,682032,"221","251715"
"Kerala",2022,2,682024,"209","294976"
"Kerala",2022,2,673032,"193","195304"
"Kerala",2022,2,682025,"188","211150"
"Kerala",2022,2,682020,"183","295481"
"Kerala",2022,2,673638,"157","252702"
"Kerala",2022,2,695014,"157","242121"
"Kerala",2022,2,682507,"154","217414"
"Kerala",2022,3,695001,"410","492523"
"Kerala",2022,3,682042,"346","473438"
"Kerala",2022,3,682025,"314","424692"
"Kerala",2022,3,673032,"301","356768"
"Kerala",2022,3,682020,"287","356772"
"Kerala",2022,3,682024,"266","403226"
"Kerala",2022,3,676123,"265","351215"
"Kerala",2022,3,682032,"262","353599"
"Kerala",2022,3,673592,"230","372365"
"Kerala",2022,3,695014,"229","306934"
"Kerala",2022,4,682042,"447","617334"
"Kerala",2022,4,695001,"432","528333"
"Kerala",2022,4,682024,"385","578259"
"Kerala",2022,4,682025,"375","495748"
"Kerala",2022,4,682032,"339","494462"
"Kerala",2022,4,673032,"338","444592"
"Kerala",2022,4,682020,"297","433136"
"Kerala",2022,4,682035,"295","391825"
"Kerala",2022,4,673004,"269","345791"
"Kerala",2022,4,673016,"262","358888"
"Kerala",2023,1,682042,"475","678883"
"Kerala",2023,1,682024,"455","770427"
"Kerala",2023,1,695001,"390","496587"
"Kerala",2023,1,682025,"365","502748"
"Kerala",2023,1,673032,"360","433069"
"Kerala",2023,1,682032,"330","480633"
"Kerala",2023,1,682020,"324","404398"
"Kerala",2023,1,673008,"324","510154"
"Kerala",2023,1,673016,"293","451641"
"Kerala",2023,1,695014,"289","433851"
"Kerala",2023,2,682042,"474","632011"
"Kerala",2023,2,682024,"432","626497"
"Kerala",2023,2,695001,"357","499471"
"Kerala",2023,2,682025,"352","482026"
"Kerala",2023,2,673032,"327","386815"
"Kerala",2023,2,682032,"309","407445"
"Kerala",2023,2,682020,"293","372993"
"Kerala",2023,2,682301,"286","388465"
"Kerala",2023,2,673008,"278","398034"
"Kerala",2023,2,695014,"272","387218"
"Kerala",2023,3,682042,"563","741388"
"Kerala",2023,3,682024,"487","709625"
"Kerala",2023,3,695001,"426","587155"
"Kerala",2023,3,682020,"416","548647"
"Kerala",2023,3,673032,"374","434950"
"Kerala",2023,3,682025,"357","539363"
"Kerala",2023,3,682032,"340","522245"
"Kerala",2023,3,682301,"319","617524"
"Kerala",2023,3,695014,"301","465745"
"Kerala",2023,3,673016,"296","439379"
"Kerala",2023,4,682042,"564","836164"
"Kerala",2023,4,682024,"491","726335"
"Kerala",2023,4,695001,"475","657703"
"Kerala",2023,4,682025,"440","631119"
"Kerala",2023,4,673032,"396","560271"
"Kerala",2023,4,682507,"373","493834"
"Kerala",2023,4,682020,"356","512087"
"Kerala",2023,4,682032,"356","501942"
"Kerala",2023,4,673004,"326","387589"
"Kerala",2023,4,682035,"324","486127"
"Kerala",2024,1,682042,"564","953952"
"Kerala",2024,1,682024,"457","845691"
"Kerala",2024,1,695001,"449","612444"
"Kerala",2024,1,682025,"370","569108"
"Kerala",2024,1,682020,"350","485812"
"Kerala",2024,1,682032,"339","458172"
"Kerala",2024,1,673638,"318","459642"
"Kerala",2024,1,673032,"318","449883"
"Kerala",2024,1,673008,"309","470621"
"Kerala",2024,1,673592,"293","520246"
"Ladakh",2020,2,194703,"7","924"
"Ladakh",2020,2,194104,"2","462"
"Ladakh",2020,2,194101,"1","231"
"Ladakh",2020,2,194109,"1","226"
"Ladakh",2020,2,194105,"1","233"
"Ladakh",2020,2,194103,"1","231"
"Ladakh",2020,2,194102,"1","231"
"Ladakh",2020,3,194703,"8","3860"
"Ladakh",2020,3,194101,"7","712"
"Ladakh",2020,3,194104,"7","2254"
"Ladakh",2020,3,194103,"4","531"
"Ladakh",2020,3,194107,"2","945"
"Ladakh",2020,3,194109,"1","664"
"Ladakh",2020,3,194105,"1","281"
"Ladakh",2020,3,194201,"1","184"
"Ladakh",2020,3,194102,"1","548"
"Ladakh",2020,3,NULL,"1","281"
"Ladakh",2020,4,194104,"9","9897"
"Ladakh",2020,4,194101,"7","14751"
"Ladakh",2020,4,194201,"4","4988"
"Ladakh",2020,4,194107,"2","2037"
"Ladakh",2020,4,194401,"2","1300"
"Ladakh",2020,4,194703,"1","543"
"Ladakh",2020,4,194102,"1","32"
"Ladakh",2020,4,NULL,"1","658"
"Ladakh",2021,1,194104,"6","9013"
"Ladakh",2021,1,194201,"4","4212"
"Ladakh",2021,1,194401,"3","7138"
"Ladakh",2021,1,194101,"3","3047"
"Ladakh",2021,1,194109,"3","448"
"Ladakh",2021,1,194107,"3","2617"
